Client_no,Days_from_purchase,Brand,Buyer_age,Gender,Rating
355,9,Electrolux,26.0,M,2.0
496,9,Samsung,31.0,M,2.0
481,7,Electrolux,21.0,M,2.0
444,6,Dyson,37.0,M,2.0
166,7,Electrolux,41.0,M,2.0
26,10,Electrolux,34.0,M,2.0
162,9,Electrolux,34.0,M,2.0
510,10,Tefal,48.0,M,2.0
106,3,Beko,42.0,M,2.0
19,5,Beko,56.0,M,2.0
469,8,Beko,50.0,M,2.0
495,3,Dyson,,M,2.0
172,6,Dyson,46.0,M,2.0
445,6,Beko,41.0,M,2.0
446,5,Electrolux,20.0,M,2.0
293,12,Samsung,39.0,K,2.5
60,8,Electrolux,20.0,M,2.5
294,12,Dyson,42.0,K,2.5
58,8,Beko,,M,2.5
499,2,Electrolux,38.0,M,2.5
391,8,Electrolux,36.0,bd.,2.5
494,9,Beko,45.0,M,2.5
491,12,Electrolux,43.0,M,2.5
441,6,Electrolux,25.0,M,2.5
502,4,Beko,46.0,M,2.5
531,6,Beko,43.0,M,2.5
359,3,Beko,49.0,bd.,2.5
361,9,Samsung,50.0,M,2.5
362,6,Dyson,42.0,M,2.5
4,10,Beko,35.0,M,2.5
363,8,Beko,31.0,M,2.5
344,7,Electrolux,25.0,M,2.5
364,11,Tefal,31.0,M,2.5
520,6,Beko,47.0,M,2.5
338,4,Electrolux,40.0,M,2.5
368,6,Samsung,43.0,M,2.5
336,11,Beko,41.0,M,2.5
334,12,Dyson,,M,2.5
515,6,Dyson,39.0,M,2.5
511,6,Electrolux,29.0,M,2.5
329,4,Electrolux,44.0,M,2.5
326,5,Electrolux,48.0,M,2.5
371,6,Beko,47.0,K,2.5
28,5,Dyson,38.0,M,2.5
322,6,Electrolux,48.0,M,2.5
320,3,Beko,48.0,M,2.5
31,6,Tefal,33.0,M,2.5
508,4,Electrolux,50.0,M,2.5
506,7,Electrolux,24.0,M,2.5
307,6,Electrolux,49.0,M,2.5
385,7,Beko,42.0,bd.,2.5
505,14,Tefal,44.0,K,2.5
303,13,Electrolux,32.0,M,2.5
383,3,Electrolux,35.0,M,2.5
102,10,Beko,33.0,M,2.5
484,10,Beko,38.0,M,2.5
225,10,Dyson,47.0,K,2.5
224,6,Beko,47.0,bd.,2.5
285,7,Electrolux,,K,2.5
222,9,Electrolux,52.0,M,2.5
427,6,Electrolux,20.0,M,2.5
431,6,Beko,53.0,M,2.5
164,3,Tefal,51.0,M,2.5
165,6,Beko,20.0,M,2.5
211,9,Electrolux,31.0,M,2.5
209,6,Electrolux,46.0,M,2.5
171,8,Dyson,56.0,K,2.5
204,7,Beko,49.0,M,2.5
202,12,Electrolux,37.0,M,2.5
201,4,Beko,,M,2.5
198,6,Electrolux,48.0,M,2.5
180,10,Electrolux,39.0,K,2.5
196,10,Samsung,31.0,M,2.5
195,2,Beko,,M,2.5
194,6,Samsung,41.0,M,2.5
438,9,Electrolux,61.0,M,2.5
443,9,Dyson,41.0,M,2.5
191,5,Beko,32.0,M,2.5
182,8,Dyson,40.0,bd.,2.5
189,7,Electrolux,51.0,M,2.5
440,10,Electrolux,37.0,M,2.5
183,10,Electrolux,40.0,M,2.5
186,7,Dyson,42.0,M,2.5
226,12,Electrolux,36.0,K,2.5
153,9,Beko,25.0,M,2.5
178,8,Electrolux,38.0,M,2.5
229,11,Electrolux,41.0,M,2.5
254,5,Dyson,,M,2.5
228,5,Electrolux,50.0,M,2.5
259,6,Electrolux,53.0,M,2.5
468,6,Beko,23.0,M,2.5
532,5,Beko,,M,2.5
475,10,Electrolux,52.0,K,2.5
414,6,Electrolux,49.0,M,2.5
128,5,Dyson,,M,2.5
117,8,Electrolux,,M,2.5
256,6,Electrolux,,M,2.5
143,10,Electrolux,34.0,M,2.5
442,12,Electrolux,31.0,K,2.5
402,5,Electrolux,49.0,M,2.5
98,11,Tefal,55.0,K,2.5
148,6,Beko,46.0,M,2.5
96,10,Electrolux,45.0,M,2.5
275,5,Beko,33.0,M,2.5
230,6,Dyson,44.0,M,2.5
478,6,Beko,21.0,M,2.5
471,8,Dyson,,M,3.0
482,8,Beko,42.0,M,3.0
522,6,Dyson,41.0,M,3.0
528,2,Dyson,39.0,M,3.0
407,7,Beko,41.0,M,3.0
470,7,Electrolux,39.0,K,3.0
516,9,Electrolux,54.0,M,3.0
448,8,Samsung,40.0,M,3.0
370,3,Dyson,,M,3.0
410,8,Dyson,53.0,M,3.0
462,13,Tefal,,M,3.0
432,6,Dyson,26.0,K,3.0
430,5,Tefal,32.0,M,3.0
453,9,Electrolux,47.0,M,3.0
458,10,Dyson,43.0,M,3.0
507,3,Tefal,41.0,M,3.0
455,8,Electrolux,36.0,M,3.0
381,3,Electrolux,19.0,K,3.0
367,4,Electrolux,44.0,M,3.0
374,7,Electrolux,50.0,M,3.0
0,3,Electrolux,41.0,M,3.0
266,10,Dyson,59.0,M,3.0
297,7,Beko,37.0,M,3.0
97,11,Beko,38.0,M,3.0
100,5,Electrolux,45.0,M,3.0
104,5,Tefal,,M,3.0
105,8,Dyson,55.0,M,3.0
109,6,Electrolux,30.0,M,3.0
118,6,Beko,39.0,K,3.0
119,2,Beko,29.0,M,3.0
129,8,Electrolux,39.0,M,3.0
267,8,Electrolux,21.0,M,3.0
141,6,Beko,45.0,M,3.0
253,11,Electrolux,54.0,M,3.0
142,8,Beko,37.0,M,3.0
251,7,Electrolux,35.0,M,3.0
146,8,Beko,32.0,M,3.0
248,8,Beko,42.0,M,3.0
147,10,Beko,37.0,M,3.0
150,3,Dyson,44.0,bd.,3.0
168,5,Beko,36.0,M,3.0
354,9,Beko,26.0,M,3.0
176,7,Electrolux,25.0,K,3.0
185,14,Beko,47.0,M,3.0
236,10,Electrolux,30.0,M,3.0
206,8,Electrolux,39.0,M,3.0
227,8,Samsung,49.0,M,3.0
210,7,Tefal,42.0,M,3.0
217,8,Beko,40.0,M,3.0
90,7,Beko,42.0,M,3.0
89,13,Electrolux,42.0,M,3.0
99,7,Dyson,43.0,M,3.0
304,10,Beko,30.0,M,3.0
1,7,Electrolux,57.0,M,3.0
7,7,Dyson,51.0,M,3.0
8,15,Electrolux,50.0,M,3.0
13,8,Beko,39.0,M,3.0
14,14,Tefal,41.0,M,3.0
333,3,Beko,53.0,M,3.0
25,5,Tefal,22.0,M,3.0
301,7,Samsung,59.0,K,3.0
63,6,Electrolux,48.0,M,3.0
219,4,Dyson,34.0,M,3.0
73,3,Dyson,,M,3.0
309,11,Beko,42.0,M,3.0
313,7,Beko,46.0,M,3.0
311,7,Electrolux,42.0,M,3.0
319,11,Tefal,70.0,M,3.0
65,10,Electrolux,39.0,M,3.5
486,4,Dyson,,M,3.5
91,7,Electrolux,52.0,M,3.5
527,5,Electrolux,31.0,M,3.5
434,13,Beko,53.0,M,3.5
193,8,Beko,46.0,M,3.5
192,3,Tefal,30.0,M,3.5
218,5,Electrolux,44.0,M,3.5
519,10,Electrolux,43.0,M,3.5
16,4,Electrolux,29.0,M,3.5
169,7,Tefal,30.0,M,3.5
161,4,Electrolux,35.0,M,3.5
159,5,Electrolux,41.0,M,3.5
23,8,Dyson,53.0,M,3.5
108,7,Beko,51.0,M,3.5
36,5,Electrolux,44.0,K,3.5
40,7,Electrolux,33.0,M,3.5
49,8,Electrolux,,M,3.5
57,6,Samsung,40.0,M,3.5
72,2,Tefal,44.0,M,3.5
130,9,Electrolux,38.0,M,3.5
465,7,Beko,40.0,M,3.5
64,7,Tefal,38.0,K,3.5
517,11,Beko,50.0,bd.,3.5
30,3,Electrolux,52.0,M,3.5
358,3,Electrolux,49.0,K,3.5
289,5,Dyson,,M,3.5
247,12,Tefal,45.0,M,3.5
337,9,Dyson,51.0,M,3.5
413,9,Tefal,26.0,K,3.5
332,7,Electrolux,34.0,M,3.5
428,5,Dyson,38.0,K,3.5
323,11,Beko,35.0,M,3.5
339,3,Dyson,30.0,M,3.5
265,6,Tefal,57.0,M,3.5
401,7,Dyson,40.0,M,3.5
273,7,Beko,48.0,M,3.5
399,4,Tefal,39.0,M,3.5
398,9,Tefal,32.0,M,3.5
397,6,Electrolux,38.0,M,3.5
388,7,Electrolux,43.0,M,3.5
376,8,Dyson,32.0,K,3.5
246,5,Beko,35.0,bd.,3.5
325,15,Beko,21.0,K,3.5
360,7,Samsung,43.0,M,3.5
422,5,Electrolux,51.0,bd.,3.5
241,10,Dyson,34.0,M,3.5
418,0,Dyson,45.0,M,3.5
353,6,Beko,38.0,M,3.5
421,8,Dyson,45.0,M,3.5
237,10,Beko,41.0,K,3.5
351,9,Dyson,33.0,M,3.5
233,8,Samsung,39.0,M,3.5
352,9,Electrolux,,M,3.5
365,4,Beko,24.0,M,4.0
66,3,Tefal,27.0,M,4.0
380,11,Dyson,39.0,M,4.0
76,3,Dyson,49.0,M,4.0
389,5,Samsung,,M,4.0
489,7,Beko,25.0,M,4.0
493,7,Dyson,37.0,M,4.0
377,8,Tefal,47.0,M,4.0
378,6,Tefal,34.0,M,4.0
366,3,Electrolux,44.0,M,4.0
375,9,Electrolux,28.0,M,4.0
51,8,Beko,,M,4.0
47,5,Electrolux,,M,4.0
504,5,Beko,32.0,M,4.0
37,4,Beko,31.0,M,4.0
12,8,Electrolux,45.0,M,4.0
349,11,Beko,32.0,M,4.0
343,5,Electrolux,37.0,M,4.0
18,2,Beko,52.0,M,4.0
10,10,Electrolux,37.0,M,4.0
287,7,Beko,50.0,M,4.0
220,6,Dyson,56.0,M,4.0
283,13,Electrolux,,M,4.0
215,6,Beko,36.0,M,4.0
221,7,Electrolux,31.0,M,4.0
232,4,Electrolux,36.0,M,4.0
436,7,Electrolux,,K,4.0
200,6,Electrolux,36.0,M,4.0
181,4,Electrolux,45.0,M,4.0
245,5,Electrolux,42.0,M,4.0
163,8,Beko,52.0,M,4.0
452,5,Tefal,,M,4.0
151,12,Beko,27.0,M,4.0
286,4,Electrolux,28.0,M,4.0
411,10,Beko,41.0,M,4.0
175,9,Electrolux,33.0,M,4.0
474,12,Electrolux,,M,4.0
115,3,Electrolux,21.0,M,4.0
103,4,Electrolux,34.0,K,4.0
124,12,Tefal,29.0,M,4.0
477,10,Beko,58.0,M,4.0
17,7,Electrolux,45.0,M,4.5
513,7,Dyson,40.0,M,4.5
512,11,Electrolux,47.0,K,4.5
188,6,Beko,32.0,M,4.5
384,7,Electrolux,54.0,M,4.5
20,3,Beko,31.0,M,4.5
467,12,Tefal,45.0,M,4.5
321,6,Electrolux,39.0,M,4.5
6,5,Electrolux,27.0,K,4.5
2,9,Electrolux,,K,4.5
498,7,Beko,48.0,bd.,4.5
62,7,Electrolux,36.0,M,4.5
139,7,Electrolux,42.0,M,4.5
276,5,Tefal,20.0,M,4.5
9,8,Tefal,22.0,K,5.0
306,10,Beko,,M,5.0
11,4,Electrolux,27.0,M,5.0
184,8,Tefal,23.0,M,5.0
280,7,Electrolux,39.0,M,5.0
403,9,Tefal,42.0,M,5.0
167,7,Tefal,27.0,M,5.0
271,7,Beko,56.0,M,5.0
71,11,Electrolux,35.0,K,5.0
156,9,Electrolux,44.0,M,5.0
152,2,Electrolux,41.0,M,5.0
492,8,Tefal,36.0,M,5.0
373,9,Electrolux,32.0,K,5.0
45,5,Electrolux,34.0,K,5.0
459,7,Samsung,34.0,K,5.0
409,6,Electrolux,31.0,M,5.0
55,5,Electrolux,34.0,K,5.0
252,8,Electrolux,27.0,M,5.0
447,6,Electrolux,27.0,M,5.0
412,9,Electrolux,44.0,K,5.0
